target,n_missing,pct_missing,n_zero,pct_zero,n_nonzero,pct_nonzero,n_samples_present,mean,median,variance,metabolite_key,assay,name,inchikey,kegg,chebi,Confidence Score,Entropy Similarity,Spectra with Annotation (n),flag_present_lt_10_samples,flag_present_lt_20_samples,flag_zero_gt_95pct
C18_positive|IK:VZSGMNVXQXYFPI-UHFFFAOYSA-N,0,0.0,28,26.666666666666668,77,73.33333333333333,77,321052.99171281554,174989.46528746188,149024821891.5447,C18_positive|IK:VZSGMNVXQXYFPI-UHFFFAOYSA-N,C18_positive,"2-[(4-Hydroxy-3,5-dimethoxyphenyl)methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",VZSGMNVXQXYFPI-UHFFFAOYSA-N,,,0.971940895511417,0.5488946,1.0,False,False,False
C18_positive|IK:WBYWAXJHAXSJNI-UHFFFAOYSA-N,0,0.0,79,75.23809523809524,26,24.761904761904763,26,63724.55375321089,0.0,24267358995.511738,C18_positive|IK:WBYWAXJHAXSJNI-UHFFFAOYSA-N,C18_positive,"2-Propenoic acid, 3-phenyl-",WBYWAXJHAXSJNI-UHFFFAOYSA-N,,,0.9915254493389022,0.7581802,2.0,False,False,False
C18_positive|IK:WCGUUGGRBIKTOS-UHFFFAOYSA-N,0,0.0,34,32.38095238095238,71,67.61904761904762,71,1067422.8801955918,492567.6762240678,7029847292857.0205,C18_positive|IK:WCGUUGGRBIKTOS-UHFFFAOYSA-N,C18_positive,"Urs-12-en-28-oic acid, 3-hydroxy-, (3beta)-",WCGUUGGRBIKTOS-UHFFFAOYSA-N,,,0.9966737239244556,0.93527985,3.0,False,False,False
C18_positive|IK:WEMJCDDYUBVWRB-UHFFFAOYSA-N,0,0.0,65,61.904761904761905,40,38.095238095238095,40,385750.37844042305,0.0,981618840128.3167,C18_positive|IK:WEMJCDDYUBVWRB-UHFFFAOYSA-N,C18_positive,N-(4-methoxyphenyl)-3-phenylacrylamide,WEMJCDDYUBVWRB-UHFFFAOYSA-N,,,0.9983100338582752,0.31701416,2.0,False,False,False
C18_positive|IK:WGNDRSIKIXVFLD-HXYHFMIISA-N,0,0.0,33,31.428571428571427,72,68.57142857142857,72,58506.455341826906,55892.89059964102,10871402204.481548,C18_positive|IK:WGNDRSIKIXVFLD-HXYHFMIISA-N,C18_positive,Hydroheptelidic acid,WGNDRSIKIXVFLD-HXYHFMIISA-N,,,0.9961955951189528,0.36806422,1.0,False,False,False
C18_positive|IK:WKOLLVMJNQIZCI-UHFFFAOYSA-N,0,0.0,29,27.61904761904762,76,72.38095238095238,76,673383.6142027343,133736.14470786974,1341097168891.9702,C18_positive|IK:WKOLLVMJNQIZCI-UHFFFAOYSA-N,C18_positive,Vanillic Acid,WKOLLVMJNQIZCI-UHFFFAOYSA-N,C06672,30816.0,0.9981044989876208,0.65256053,1.0,False,False,False
C18_positive|IK:WLPPIQFQOIOZAI-UHFFFAOYSA-N,0,0.0,74,70.47619047619048,31,29.523809523809526,31,25509.38073120054,0.0,1981675370.2082205,C18_positive|IK:WLPPIQFQOIOZAI-UHFFFAOYSA-N,C18_positive,"1-(1,3-Benzodioxol-5-yl)-3-(2-methoxyphenyl)prop-2-en-1-one",WLPPIQFQOIOZAI-UHFFFAOYSA-N,,,0.9850023385306204,0.32924968,1.0,False,False,False
C18_positive|IK:WNMAPNHXZFEFDI-UHFFFAOYSA-N,0,0.0,39,37.142857142857146,66,62.857142857142854,66,313901.8360780901,184851.70877643675,280532046669.7041,C18_positive|IK:WNMAPNHXZFEFDI-UHFFFAOYSA-N,C18_positive,3-(4-Hydroxy-3-methoxyphenyl)-1-(2-hydroxy-5-methylphenyl)prop-2-en-1-one,WNMAPNHXZFEFDI-UHFFFAOYSA-N,,,0.9937143056043496,0.3003966,1.0,False,False,False
C18_positive|IK:WQZGKKKJIJFFOK-PHYPRBDBSA-N,0,0.0,59,56.19047619047619,46,43.80952380952381,46,4492170.743678688,0.0,55970118022887.8,C18_positive|IK:WQZGKKKJIJFFOK-PHYPRBDBSA-N,C18_positive,alpha-D-GALACTOSE,WQZGKKKJIJFFOK-PHYPRBDBSA-N,,,0.9941988079078166,0.50562894,1.0,False,False,False
C18_positive|IK:WQZGKKKJIJFFOK-QTVWNMPRSA-N,0,0.0,20,19.047619047619047,85,80.95238095238095,85,196233.57075719038,207450.33686335408,18041954790.32413,C18_positive|IK:WQZGKKKJIJFFOK-QTVWNMPRSA-N,C18_positive,D-Mannose,WQZGKKKJIJFFOK-QTVWNMPRSA-N,C00159,4208.0,0.9982443645758994,0.50752664,2.0,False,False,False
C18_positive|IK:XEAQIWGXBXCYFX-UHFFFAOYSA-N,0,0.0,27,25.714285714285715,78,74.28571428571429,78,5320767.269517197,392565.54158483073,111850280961659.28,C18_positive|IK:XEAQIWGXBXCYFX-UHFFFAOYSA-N,C18_positive,"4-Methoxy-2-(2-phenylethenyl)-2,3-dihydropyran-6-one",XEAQIWGXBXCYFX-UHFFFAOYSA-N,,,0.9997608981491902,0.61589086,2.0,False,False,False
C18_positive|IK:XGILAAMKEQUXLS-UHFFFAOYSA-N,0,0.0,71,67.61904761904762,34,32.38095238095238,34,287540.0116595185,0.0,1295345372323.372,C18_positive|IK:XGILAAMKEQUXLS-UHFFFAOYSA-N,C18_positive,Indole-3-lactic acid,XGILAAMKEQUXLS-UHFFFAOYSA-N,C02043,24813.0,0.9990004266182444,0.77387863,1.0,False,False,False
C18_positive|IK:XPCTZQVDEJYUGT-UHFFFAOYSA-N,0,0.0,1,0.9523809523809523,104,99.04761904761905,104,1336139.1287871597,829590.9286222998,1457518995908.1238,C18_positive|IK:XPCTZQVDEJYUGT-UHFFFAOYSA-N,C18_positive,Maltol,XPCTZQVDEJYUGT-UHFFFAOYSA-N,C11918,69438.0,0.9937920620090956,0.6522392,3.0,False,False,False
C18_positive|IK:XVTXMBZTDMASHY-JCHUFIKGSA-N,0,0.0,80,76.19047619047619,25,23.80952380952381,25,38608.726317198285,0.0,15198122434.686758,C18_positive|IK:XVTXMBZTDMASHY-JCHUFIKGSA-N,C18_positive,"(3R,4R,5R)-3-[(11E)-hexadeca-11,15-dien-9-ynyl]-4-hydroxy-5-methyloxolan-2-one",XVTXMBZTDMASHY-JCHUFIKGSA-N,,,0.9903294838064538,0.48328173,1.0,False,False,False
C18_positive|IK:YBVIOLRRXMAGAE-UHFFFAOYSA-N,0,0.0,53,50.476190476190474,52,49.523809523809526,52,183034.6675975761,0.0,89696215177.16017,C18_positive|IK:YBVIOLRRXMAGAE-UHFFFAOYSA-N,C18_positive,"2,3,4,9,10-Pentamethoxy-6a,11a-dihydro-6H-[1]benzofuro[3,2-c][1]benzopyran-8-ol",YBVIOLRRXMAGAE-UHFFFAOYSA-N,,,0.9969676030177912,0.39273646,1.0,False,False,False
C18_positive|IK:YGSDEFSMJLZEOE-UHFFFAOYSA-N,0,0.0,68,64.76190476190476,37,35.23809523809524,37,160232.6789822057,0.0,156336332136.96796,C18_positive|IK:YGSDEFSMJLZEOE-UHFFFAOYSA-N,C18_positive,Salicylic Acid,YGSDEFSMJLZEOE-UHFFFAOYSA-N,C00805,16914.0,0.9936855825792524,0.6247804,1.0,False,False,False
C18_positive|IK:YHGNXQAFNHCBTK-OWOJBTEDSA-N,0,0.0,2,1.9047619047619047,103,98.0952380952381,103,1178327.8641288518,862254.0916996067,690537680895.5204,C18_positive|IK:YHGNXQAFNHCBTK-OWOJBTEDSA-N,C18_positive,3-Hexenedioic acid,YHGNXQAFNHCBTK-OWOJBTEDSA-N,,86952.0,0.9997762026408776,0.3628869,1.0,False,False,False
C18_positive|IK:YQILNNCHDIUIAD-UHFFFAOYSA-N,0,0.0,62,59.04761904761905,43,40.95238095238095,43,222264.5246815157,0.0,234619922861.76825,C18_positive|IK:YQILNNCHDIUIAD-UHFFFAOYSA-N,C18_positive,8-Hydroxy-3-(2-hydroxypropyl)-6-methoxy-2h-1-benzopyran-2-one,YQILNNCHDIUIAD-UHFFFAOYSA-N,,,0.9994930395421188,0.32894716,2.0,False,False,False
C18_positive|IK:YWWVWXASSLXJHU-WAYWQWQTSA-N,0,0.0,19,18.095238095238095,86,81.9047619047619,86,974066.9696853755,645546.9540672172,1191107255794.9463,C18_positive|IK:YWWVWXASSLXJHU-WAYWQWQTSA-N,C18_positive,Myristoleic Acid,YWWVWXASSLXJHU-WAYWQWQTSA-N,C08322,27781.0,0.992879471092058,0.51512957,2.0,False,False,False
C18_positive|IK:ZBUMLAXYOMYUCL-UHFFFAOYSA-N,0,0.0,61,58.095238095238095,44,41.904761904761905,44,248994.7553294822,0.0,252252708360.37097,C18_positive|IK:ZBUMLAXYOMYUCL-UHFFFAOYSA-N,C18_positive,"3-Methoxy-4-[2-methoxy-4-(1,2,3-trihydroxypropyl)phenoxy]benzoic acid",ZBUMLAXYOMYUCL-UHFFFAOYSA-N,,,0.8372188591962981,0.33912808,1.0,False,False,False
C18_positive|IK:ZEYHEAKUIGZSGI-UHFFFAOYSA-N,0,0.0,10,9.523809523809524,95,90.47619047619048,95,2109179.455892014,704112.8034756035,43154000557125.93,C18_positive|IK:ZEYHEAKUIGZSGI-UHFFFAOYSA-N,C18_positive,p-Anisic acid,ZEYHEAKUIGZSGI-UHFFFAOYSA-N,C02519,,0.9974839090518696,0.5197206,1.0,False,False,False
C18_positive|IK:ZJDOESGVOWAULF-OGJQONSISA-N,0,0.0,80,76.19047619047619,25,23.80952380952381,25,42769.18531111149,0.0,11922368635.781908,C18_positive|IK:ZJDOESGVOWAULF-OGJQONSISA-N,C18_positive,Geniposidic Acid,ZJDOESGVOWAULF-OGJQONSISA-N,,5301.0,0.99760952305035,0.35388607,1.0,False,False,False
C18_positive|IK:ZQPPMHVWECSIRJ-UHFFFAOYSA-N,0,0.0,71,67.61904761904762,34,32.38095238095238,34,48841.22380913018,0.0,10115996899.689262,C18_positive|IK:ZQPPMHVWECSIRJ-UHFFFAOYSA-N,C18_positive,9-Octadecenoic acid,ZQPPMHVWECSIRJ-UHFFFAOYSA-N,,,0.9986906713561532,0.83539766,2.0,False,False,False
C18_positive|IK:ZUUPZDSDPDQRJK-VXPJCVMDSA-N,0,0.0,40,38.095238095238095,65,61.904761904761905,65,2396030.6043113563,644258.4218391478,14761030994418.605,C18_positive|IK:ZUUPZDSDPDQRJK-VXPJCVMDSA-N,C18_positive,"6-[4,5-dihydroxy-6-methyl-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",ZUUPZDSDPDQRJK-VXPJCVMDSA-N,,,0.8154545252445264,0.32737976,3.0,False,False,False
HILICZ_negative|IK:AAWZDTNXLSGCEK-LNVDRNJUSA-N,0,0.0,63,60.0,42,40.0,42,5782073.8658506,0.0,354352395226233.25,HILICZ_negative|IK:AAWZDTNXLSGCEK-LNVDRNJUSA-N,HILICZ_negative,Quinate,AAWZDTNXLSGCEK-LNVDRNJUSA-N,,,0.9712579228215787,0.89890987,2.0,False,False,False
HILICZ_negative|IK:AKEUNCKRJATALU-UHFFFAOYSA-N,0,0.0,71,67.61904761904762,34,32.38095238095238,34,1407872.6104934635,0.0,24521778289907.355,HILICZ_negative|IK:AKEUNCKRJATALU-UHFFFAOYSA-N,HILICZ_negative,"2,6-Dihydroxybenzoic Acid",AKEUNCKRJATALU-UHFFFAOYSA-N,,68465.0,0.9863239357559476,0.8626263,1.0,False,False,False
HILICZ_negative|IK:AMKYESDOVDKZKV-UHFFFAOYSA-N,0,0.0,43,40.95238095238095,62,59.04761904761905,62,1051577.131867496,1362165.4857245684,850397779078.1453,HILICZ_negative|IK:AMKYESDOVDKZKV-UHFFFAOYSA-N,HILICZ_negative,"Benzoic acid, 2,4-dihydroxy-6-methyl-",AMKYESDOVDKZKV-UHFFFAOYSA-N,,,0.9034393486341136,0.77987915,3.0,False,False,False
HILICZ_negative|IK:AXFYFNCPONWUHW-UHFFFAOYSA-N,0,0.0,69,65.71428571428571,36,34.285714285714285,36,199719.98589893655,0.0,225804566333.62048,HILICZ_negative|IK:AXFYFNCPONWUHW-UHFFFAOYSA-N,HILICZ_negative,beta-Hydroxyisovaleric acid,AXFYFNCPONWUHW-UHFFFAOYSA-N,,37084.0,0.9586819709723696,0.6631406,1.0,False,False,False
HILICZ_negative|IK:AYFVYJQAPQTCCC-UHFFFAOYSA-N,0,0.0,85,80.95238095238095,20,19.047619047619047,20,244617.8948346103,0.0,1064714918906.8191,HILICZ_negative|IK:AYFVYJQAPQTCCC-UHFFFAOYSA-N,HILICZ_negative,2-Amino-3-hydroxybutanoic acid,AYFVYJQAPQTCCC-UHFFFAOYSA-N,,38263.0,0.8420892231426873,0.89605033,1.0,False,False,False
HILICZ_negative|IK:BDJRBEYXGGNYIS-UHFFFAOYSA-N,0,0.0,77,73.33333333333333,28,26.666666666666668,28,264722.3103189936,0.0,656498327349.7157,HILICZ_negative|IK:BDJRBEYXGGNYIS-UHFFFAOYSA-N,HILICZ_negative,Azelaic Acid,BDJRBEYXGGNYIS-UHFFFAOYSA-N,C08261,48131.0,0.9900707234665618,0.8358494,1.0,False,False,False
HILICZ_negative|IK:BIABMEZBCHDPBV-BEBVUIBBSA-N,0,0.0,72,68.57142857142857,33,31.428571428571427,33,195757.32933222546,0.0,277564082904.7084,HILICZ_negative|IK:BIABMEZBCHDPBV-BEBVUIBBSA-N,HILICZ_negative,"1,2-Dipalmitoyl-sn-glycero-3-phosphoglycerol",BIABMEZBCHDPBV-BEBVUIBBSA-N,,,0.953625120140522,0.450325,1.0,False,False,False
HILICZ_negative|IK:BJRNKVDFDLYUGJ-UHFFFAOYSA-N,0,0.0,40,38.095238095238095,65,61.904761904761905,65,3659343.857083101,926061.7987622848,38719057209339.95,HILICZ_negative|IK:BJRNKVDFDLYUGJ-UHFFFAOYSA-N,HILICZ_negative,"2-(Hydroxymethyl)-6-(4-hydroxyphenoxy)oxane-3,4,5-triol",BJRNKVDFDLYUGJ-UHFFFAOYSA-N,,,0.8781322451742639,0.81572074,1.0,False,False,False
HILICZ_negative|IK:CBQJSKKFNMDLON-UHFFFAOYSA-N,0,0.0,83,79.04761904761905,22,20.952380952380953,22,484443.56565371,0.0,7713019223251.254,HILICZ_negative|IK:CBQJSKKFNMDLON-UHFFFAOYSA-N,HILICZ_negative,Afalanine,CBQJSKKFNMDLON-UHFFFAOYSA-N,,,0.8995982450238764,0.38522083,1.0,False,False,False
HILICZ_negative|IK:CDAISMWEOUEBRE-UHFFFAOYSA-N,0,0.0,14,13.333333333333334,91,86.66666666666667,91,5461160.346137166,840063.6632274091,94325137646435.86,HILICZ_negative|IK:CDAISMWEOUEBRE-UHFFFAOYSA-N,HILICZ_negative,Inositol,CDAISMWEOUEBRE-UHFFFAOYSA-N,,,0.9838648153606744,0.70429623,1.0,False,False,False
HILICZ_negative|IK:CDRPUGZCRXZLFL-UHFFFAOYSA-N,0,0.0,62,59.04761904761905,43,40.95238095238095,43,970781.6057746758,0.0,3716939347095.886,HILICZ_negative|IK:CDRPUGZCRXZLFL-UHFFFAOYSA-N,HILICZ_negative,"4-(2-(3,5-Dihydroxyphenyl)Ethenyl)Benzene-1,2-Diol",CDRPUGZCRXZLFL-UHFFFAOYSA-N,,,0.9875247430104486,0.35093766,1.0,False,False,False
HILICZ_negative|IK:CFJLERBDXYGARW-TVKJYDDYSA-N,0,0.0,72,68.57142857142857,33,31.428571428571427,33,211559.21244477865,0.0,656063533153.2284,HILICZ_negative|IK:CFJLERBDXYGARW-TVKJYDDYSA-N,HILICZ_negative,4-Acetyl-3-hydroxy-5-methylphenyl beta-D-glucopyranoside,CFJLERBDXYGARW-TVKJYDDYSA-N,,,0.97655583393903,0.43955705,1.0,False,False,False
HILICZ_negative|IK:CKLJMWTZIZZHCS-REOHCLBHSA-N,0,0.0,66,62.857142857142854,39,37.142857142857146,39,274069.4648917281,0.0,1072182975463.5581,HILICZ_negative|IK:CKLJMWTZIZZHCS-REOHCLBHSA-N,HILICZ_negative,Aspartic Acid,CKLJMWTZIZZHCS-REOHCLBHSA-N,C00049,17053.0,0.94439232472768,0.9120915,3.0,False,False,False
HILICZ_negative|IK:COLNVLDHVKWLRT-QMMMGPOBSA-N,0,0.0,76,72.38095238095238,29,27.61904761904762,29,702805.7431872439,0.0,7043633665165.854,HILICZ_negative|IK:COLNVLDHVKWLRT-QMMMGPOBSA-N,HILICZ_negative,Phenylalanine,COLNVLDHVKWLRT-QMMMGPOBSA-N,C00079,17295.0,0.9211160957597426,0.84908,1.0,False,False,False
HILICZ_negative|IK:CZMRCDWAGMRECN-UGDNZRGBSA-N,0,0.0,70,66.66666666666667,35,33.333333333333336,35,11402136.430143628,0.0,1775871103863194.8,HILICZ_negative|IK:CZMRCDWAGMRECN-UGDNZRGBSA-N,HILICZ_negative,Sucrose,CZMRCDWAGMRECN-UGDNZRGBSA-N,C00089,17992.0,0.8764380117041033,0.6691631,2.0,False,False,False
HILICZ_negative|IK:CZOXIGOPZRIBJM-TZWBTVLISA-N,0,0.0,84,80.0,21,20.0,21,311924.7925165957,0.0,919038192305.3553,HILICZ_negative|IK:CZOXIGOPZRIBJM-TZWBTVLISA-N,HILICZ_negative,"(2S,3S)-3,5,7-trihydroxy-2-[4-hydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-2,3-dihydrochromen-4-one",CZOXIGOPZRIBJM-TZWBTVLISA-N,,,0.8037166172088435,0.68405366,1.0,False,False,False
HILICZ_negative|IK:CZSKYBTXDJQXNC-ZFQONWCHSA-N,0,0.0,85,80.95238095238095,20,19.047619047619047,20,135043.62699839025,0.0,161795682443.54105,HILICZ_negative|IK:CZSKYBTXDJQXNC-ZFQONWCHSA-N,HILICZ_negative,"5,8-dihydroxy-6-methoxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one",CZSKYBTXDJQXNC-ZFQONWCHSA-N,,,0.9535642313412512,0.6325596,1.0,False,False,False
HILICZ_negative|IK:DGGOLFCPSUVVHX-UHFFFAOYSA-N,0,0.0,82,78.0952380952381,23,21.904761904761905,23,172474.14334405953,0.0,347286960748.6734,HILICZ_negative|IK:DGGOLFCPSUVVHX-UHFFFAOYSA-N,HILICZ_negative,Isookaninglucoside,DGGOLFCPSUVVHX-UHFFFAOYSA-N,,,0.9894669106398324,0.5528208,1.0,False,False,False
HILICZ_negative|IK:DLIKSSGEMUFQOK-UHFFFAOYSA-N,0,0.0,49,46.666666666666664,56,53.333333333333336,56,928527.2369545262,210185.4069384858,2870824172409.3774,HILICZ_negative|IK:DLIKSSGEMUFQOK-UHFFFAOYSA-N,HILICZ_negative,Naringenin 7-0-glucoside,DLIKSSGEMUFQOK-UHFFFAOYSA-N,,,0.9910698857900396,0.6982467,1.0,False,False,False
HILICZ_negative|IK:DRTQHJPVMGBUCF-UHFFFAOYSA-N,0,0.0,56,53.333333333333336,49,46.666666666666664,49,1688081.387011243,0.0,8511106490654.62,HILICZ_negative|IK:DRTQHJPVMGBUCF-UHFFFAOYSA-N,HILICZ_negative,Tgba01AD,DRTQHJPVMGBUCF-UHFFFAOYSA-N,,,0.9739856028098466,0.6543735,1.0,False,False,False
HILICZ_negative|IK:DRTQHJPVMGBUCF-XVFCMESISA-N,0,0.0,54,51.42857142857143,51,48.57142857142857,51,702368.9952642324,0.0,2449814014092.5903,HILICZ_negative|IK:DRTQHJPVMGBUCF-XVFCMESISA-N,HILICZ_negative,Uridine,DRTQHJPVMGBUCF-XVFCMESISA-N,C00299,16704.0,0.994781079716214,0.90102786,2.0,False,False,False
HILICZ_negative|IK:DSNRWDQKZIEDDB-GCMPNPAFSA-N,0,0.0,49,46.666666666666664,56,53.333333333333336,56,134069.98771233537,93744.004567096,46243320337.29497,HILICZ_negative|IK:DSNRWDQKZIEDDB-GCMPNPAFSA-N,HILICZ_negative,Dioleoylphosphatidylglycerol,DSNRWDQKZIEDDB-GCMPNPAFSA-N,,,0.770626970853818,0.46749362,1.0,False,False,False
HILICZ_negative|IK:FBPFZTCFMRRESA-KVTDHHQDSA-N,0,0.0,57,54.285714285714285,48,45.714285714285715,48,46703609.00844963,0.0,9879457386842168.0,HILICZ_negative|IK:FBPFZTCFMRRESA-KVTDHHQDSA-N,HILICZ_negative,Mannitol,FBPFZTCFMRRESA-KVTDHHQDSA-N,C00392,16899.0,0.8638891674634218,0.90873146,2.0,False,False,False
HILICZ_negative|IK:FGSBNBBHOZHUBO-UHFFFAOYSA-N,0,0.0,63,60.0,42,40.0,42,3073960.4187839683,0.0,803820263322186.0,HILICZ_negative|IK:FGSBNBBHOZHUBO-UHFFFAOYSA-N,HILICZ_negative,Oxoadipic acid,FGSBNBBHOZHUBO-UHFFFAOYSA-N,C00322,15753.0,0.9235143720711348,0.41440892,1.0,False,False,False
HILICZ_negative|IK:FTVWIRXFELQLPI-ZDUSSCGKSA-N,0,0.0,12,11.428571428571429,93,88.57142857142857,93,29689562.742030863,33976750.113218375,200773043023086.72,HILICZ_negative|IK:FTVWIRXFELQLPI-ZDUSSCGKSA-N,HILICZ_negative,Naringenin,FTVWIRXFELQLPI-ZDUSSCGKSA-N,C00509,17846.0,0.6938054842349034,0.36863357,4.0,False,False,False
HILICZ_negative|IK:GFFGJBXGBJISGV-UHFFFAOYSA-N,0,0.0,53,50.476190476190474,52,49.523809523809526,52,778870.4599654434,0.0,1787904974294.7107,HILICZ_negative|IK:GFFGJBXGBJISGV-UHFFFAOYSA-N,HILICZ_negative,Adenine,GFFGJBXGBJISGV-UHFFFAOYSA-N,C00147,16708.0,,0.8430997,4.0,False,False,False
HILICZ_negative|IK:GHOKWGTUZJEAQD-UHFFFAOYSA-N,0,0.0,69,65.71428571428571,36,34.285714285714285,36,2188071.0065552406,0.0,37686997265670.62,HILICZ_negative|IK:GHOKWGTUZJEAQD-UHFFFAOYSA-N,HILICZ_negative,(+-)-Pantothenic acid,GHOKWGTUZJEAQD-UHFFFAOYSA-N,,,0.9080304090753508,0.69353926,1.0,False,False,False
HILICZ_negative|IK:GTZCVFVGUGFEME-UHFFFAOYSA-N,0,0.0,75,71.42857142857143,30,28.571428571428573,30,392428.5926132908,0.0,2391197662218.0527,HILICZ_negative|IK:GTZCVFVGUGFEME-UHFFFAOYSA-N,HILICZ_negative,"1-Propene-1,2,3-tricarboxylic acid",GTZCVFVGUGFEME-UHFFFAOYSA-N,,,0.6435019718482773,0.6784061,1.0,False,False,False
HILICZ_negative|IK:GYXGAEAOIFNGAE-UHFFFAOYSA-N,0,0.0,68,64.76190476190476,37,35.23809523809524,37,229069.8159146837,0.0,176505278541.2171,HILICZ_negative|IK:GYXGAEAOIFNGAE-UHFFFAOYSA-N,HILICZ_negative,Isopropylidene-succinic acid,GYXGAEAOIFNGAE-UHFFFAOYSA-N,,,0.9712074067098562,0.5505063,2.0,False,False,False
HILICZ_negative|IK:HDTRYLNUVZCQOY-LIZSDCNHSA-N,0,0.0,2,1.9047619047619047,103,98.0952380952381,103,52693862.6812677,36135852.828645945,3094407420311298.5,HILICZ_negative|IK:HDTRYLNUVZCQOY-LIZSDCNHSA-N,HILICZ_negative,Trehalose,HDTRYLNUVZCQOY-LIZSDCNHSA-N,C01083,16551.0,0.9735979050922094,0.7614881,1.0,False,False,False
HILICZ_negative|IK:HMUJXQRRKBLVOO-UHFFFAOYSA-N,0,0.0,49,46.666666666666664,56,53.333333333333336,56,298922.39115751366,153820.34606793665,242741173756.8529,HILICZ_negative|IK:HMUJXQRRKBLVOO-UHFFFAOYSA-N,HILICZ_negative,"2,3-Dihydro-5,7-dihydroxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one",HMUJXQRRKBLVOO-UHFFFAOYSA-N,,,0.9776805497408624,0.66624093,1.0,False,False,False
HILICZ_negative|IK:HNEGQIOMVPPMNR-IHWYPQMZSA-N,0,0.0,82,78.0952380952381,23,21.904761904761905,23,214194.5712320376,0.0,366109603059.33826,HILICZ_negative|IK:HNEGQIOMVPPMNR-IHWYPQMZSA-N,HILICZ_negative,Citraconic acid,HNEGQIOMVPPMNR-IHWYPQMZSA-N,C02226,17626.0,0.9139349589705682,0.44173717,5.0,False,False,False
HILICZ_negative|IK:IAVREABSGIHHMO-UHFFFAOYSA-N,0,0.0,26,24.761904761904763,79,75.23809523809524,79,1626988.565626102,1116592.2788285613,4390531130302.0303,HILICZ_negative|IK:IAVREABSGIHHMO-UHFFFAOYSA-N,HILICZ_negative,3-Hydroxybenzaldehyde,IAVREABSGIHHMO-UHFFFAOYSA-N,C03067,16207.0,0.9913713618535848,0.7239014,3.0,False,False,False
HILICZ_negative|IK:IHCCAYCGZOLTEU-UHFFFAOYSA-N,0,0.0,66,62.857142857142854,39,37.142857142857146,39,659854.6423219602,0.0,839139804644.0311,HILICZ_negative|IK:IHCCAYCGZOLTEU-UHFFFAOYSA-N,HILICZ_negative,3-Furoic acid,IHCCAYCGZOLTEU-UHFFFAOYSA-N,,30846.0,0.9366349731235382,0.5871103,4.0,False,False,False
HILICZ_negative|IK:IJFXRHURBJZNAO-UHFFFAOYSA-N,0,0.0,10,9.523809523809524,95,90.47619047619048,95,24040332.01318883,2743943.268216133,2927074870745850.0,HILICZ_negative|IK:IJFXRHURBJZNAO-UHFFFAOYSA-N,HILICZ_negative,3-Hydroxybenzoic acid,IJFXRHURBJZNAO-UHFFFAOYSA-N,C00587,30764.0,0.9171935031217742,0.65010864,5.0,False,False,False
HILICZ_negative|IK:IQFYYKKMVGJFEH-UHFFFAOYSA-N,0,0.0,33,31.428571428571427,72,68.57142857142857,72,447255.2213194056,377749.99626329145,198259755827.94806,HILICZ_negative|IK:IQFYYKKMVGJFEH-UHFFFAOYSA-N,HILICZ_negative,"1-[4-Hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione",IQFYYKKMVGJFEH-UHFFFAOYSA-N,,,0.9829540293258452,0.63949484,1.0,False,False,False
HILICZ_negative|IK:IQFYYKKMVGJFEH-XLPZGREQSA-N,0,0.0,71,67.61904761904762,34,32.38095238095238,34,74853.89420031622,0.0,16425194538.12314,HILICZ_negative|IK:IQFYYKKMVGJFEH-XLPZGREQSA-N,HILICZ_negative,Thymidine,IQFYYKKMVGJFEH-XLPZGREQSA-N,C00214,17748.0,0.9270999986819716,0.6274304,1.0,False,False,False
HILICZ_negative|IK:ISAKRJDGNUQOIC-UHFFFAOYSA-N,0,0.0,78,74.28571428571429,27,25.714285714285715,27,62144.83715346686,0.0,20379127553.248863,HILICZ_negative|IK:ISAKRJDGNUQOIC-UHFFFAOYSA-N,HILICZ_negative,Uracil,ISAKRJDGNUQOIC-UHFFFAOYSA-N,C00106,17568.0,0.9550129833135949,0.48729923,1.0,False,False,False
HILICZ_negative|IK:JDNUVLAJLPVYNP-SWMGHYKJSA-N,0,0.0,82,78.0952380952381,23,21.904761904761905,23,334899.8902893345,0.0,866574199635.0544,HILICZ_negative|IK:JDNUVLAJLPVYNP-SWMGHYKJSA-N,HILICZ_negative,3-[3-(beta-D-Glucopyranosyloxy)-2-hydroxyphenyl]propanoic acid,JDNUVLAJLPVYNP-SWMGHYKJSA-N,,,0.8572847779698146,0.37107864,1.0,False,False,False
HILICZ_negative|IK:JVQYSWDUAOAHFM-UHFFFAOYSA-N,0,0.0,47,44.76190476190476,58,55.23809523809524,58,3404247.953337345,92517.90793091804,70755263471709.47,HILICZ_negative|IK:JVQYSWDUAOAHFM-UHFFFAOYSA-N,HILICZ_negative,3-Methyl-2-oxovaleric acid,JVQYSWDUAOAHFM-UHFFFAOYSA-N,C06008,35932.0,0.952375690999918,0.41064107,3.0,False,False,False
